employee_id,first_name,last_name,gender,pronouns,age,birth_date,department,business_unit,job_level,job_title,location,manager_id,base_salary,bonus_eligible,bonus_pct,equity_grant,equity_pct,employment_type,employment_status,hire_date,termination_date,ethnicity,marital_status,education_level,pay_frequency,veteran_status,disability_status,cost_center,fte,exemption_status,high_potential_flag,succession_plan_status,aihr_certified,training_count,last_training_date,promotion_count,last_promotion_date,snapshot_date,tenure_months,performance_rating,current_salary,engagement_score,risk_of_exit_score
83,Cameron,Rodriguez,Female,she/her,30,9/30/1990,Support,Tech,2,Senior Analyst,"Austin, TX",,73326,FALSE,0,TRUE,0.0652,Full-time,Active,9/30/2020,,White,Single,Bachelor,Monthly,FALSE,TRUE,CC1007,0.8,Exempt,FALSE,Not in plan,FALSE,1,3/30/2021,0,,1/31/2022,16,3.38,75333,65.61196152,0.347905539
84,Robin,Davis,Non-binary,he/him,26,10/30/1993,Product,Tech,2,VP,"San Francisco, CA",,114711,FALSE,0,TRUE,0.0126,Full-time,Terminated,10/30/2019,2/28/2022,Black,Single,PhD,Monthly,FALSE,FALSE,CC1005,1,Exempt,FALSE,Not in plan,FALSE,2,3/30/2020,0,,1/31/2022,27,2.69,120254,49.91679839,0.491734045
85,Jordan,Miller,Female,he/him,37,5/30/1982,Product,Tech,1,Director,"Austin, TX",,100761,FALSE,0,TRUE,0.0272,Full-time,Terminated,5/30/2019,3/30/2023,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1002,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,32,2.49,110724,44.01676344,0.568820398
86,Jamie,Miller,Female,he/him,30,5/30/1989,Finance,Corporate,2,Analyst,"New York, NY",,91609,FALSE,0,TRUE,0.0787,Full-time,Terminated,5/30/2019,12/30/2023,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1014,1,Exempt,FALSE,Not in plan,FALSE,1,1/30/2020,0,,1/31/2022,32,3.01,99629,64.45605075,0.345368074
88,Cameron,Brown,Male,she/her,26,4/30/1995,Customer Success,Commercial,1,Senior Manager,Remote,,62525,FALSE,0,TRUE,0.0406,Contractor,Active,4/30/2021,,White,Married,Master,Monthly,FALSE,FALSE,CC1010,0.5,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,9,3.9,62525,77.12734816,0.236975562
89,Morgan,Williams,Female,she/her,30,9/30/1989,Product,Tech,1,Analyst,"San Francisco, CA",,110304,FALSE,0,TRUE,0.092,Full-time,Terminated,9/30/2019,7/30/2023,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,1,Non-exempt,FALSE,Not in plan,FALSE,1,3/30/2020,0,,1/31/2022,28,3.71,116260,74.90633058,0.213443375
90,Taylor,Miller,Male,he/him,36,5/30/1984,Sales,Commercial,2,Senior Director,"New York, NY",,89821,TRUE,0.121,TRUE,0.0226,Full-time,Active,5/30/2020,,Other,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,1,1/30/2021,0,,1/31/2022,20,2.33,93168,56.44476698,0.418792734
91,Casey,Smith,Male,she/her,37,6/30/1983,Sales,Commercial,4,Analyst,Remote,,114577,TRUE,0.173,TRUE,0.0892,Full-time,Active,6/30/2020,,Hispanic,Married,High School,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,3,4/30/2021,0,,1/31/2022,19,2.95,118188,64.71779421,0.354000447
92,Drew,Jones,Male,she/her,35,10/30/1985,HR,Corporate,1,Senior Director,Remote,,70389,FALSE,0,TRUE,0.0637,Full-time,Terminated,10/30/2020,2/28/2022,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Non-exempt,FALSE,Not in plan,FALSE,1,7/30/2021,0,,1/31/2022,15,2.49,72917,44.32063548,0.544945439
93,Taylor,Brown,Female,she/her,42,10/30/1978,Operations,Corporate,3,Analyst,"Austin, TX",,70818,FALSE,0,TRUE,0.0619,Full-time,Terminated,10/30/2020,5/30/2022,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1010,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,15,3.62,72565,78.05916371,0.271440349
94,Jordan,Williams,Male,she/her,31,5/30/1989,Product,Tech,1,Manager,"Seattle, WA",,112553,FALSE,0,TRUE,0.0437,Full-time,Terminated,5/30/2020,4/30/2022,Asian,Single,Master,Monthly,FALSE,FALSE,CC1009,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,20,3.16,118243,63.983548,0.381590442
96,Drew,Jones,Female,he/him,35,12/30/1985,Product,Tech,5,Director,"Seattle, WA",,119943,TRUE,0.055,FALSE,0,Full-time,Active,12/30/2020,,Other,Married,Bachelor,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,13,4.19,123302,79.03459932,0.114881366
97,Morgan,Davis,Female,he/him,36,8/30/1983,Engineering,Tech,3,Manager,Remote,,115705,FALSE,0,TRUE,0.0659,Full-time,Active,8/30/2019,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1001,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,29,3.39,126131,60.71499164,0.387582377
98,Jamie,Jones,Female,he/him,33,6/30/1987,Operations,Corporate,2,Senior Director,"Austin, TX",,61791,FALSE,0,TRUE,0.0283,Full-time,Active,6/30/2020,,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,2,3/30/2021,0,,1/31/2022,19,2.61,64159,52.8119736,0.431041386
99,Casey,Smith,Female,he/him,28,9/30/1992,Sales,Commercial,1,VP,"Seattle, WA",,80282,FALSE,0,TRUE,0.0529,Full-time,Active,9/30/2020,,White,Married,Associate,Monthly,FALSE,FALSE,CC1001,1,Non-exempt,FALSE,Not in plan,FALSE,2,7/30/2021,0,,1/31/2022,16,4.38,83868,90.18560976,0.09261354
100,Cameron,Davis,Male,he/him,42,12/30/1977,Engineering,Tech,1,Director,Remote,,102725,FALSE,0,FALSE,0,Full-time,Terminated,12/30/2019,7/30/2023,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,1,Non-exempt,FALSE,Not in plan,FALSE,2,3/30/2020,0,,1/31/2022,25,1.28,105878,26.20460281,0.739362175
101,Jordan,Garcia,Male,she/her,33,11/30/1987,Engineering,Tech,3,VP,"New York, NY",,100585,FALSE,0,TRUE,0.0363,Full-time,Terminated,11/30/2020,6/30/2023,Black,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,14,4.53,104522,89.58377968,0.082273436
102,Jamie,Davis,Female,he/him,35,12/30/1984,Finance,Corporate,2,Senior Analyst,"Seattle, WA",,95958,FALSE,0,FALSE,0,Full-time,Active,12/30/2019,,White,Single,Master,Monthly,FALSE,FALSE,CC1013,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,25,2.65,104495,49.44926896,0.514506004
103,Robin,Smith,Female,he/him,40,12/30/1979,Engineering,Tech,3,Analyst,"New York, NY",,107605,FALSE,0,TRUE,0.0938,Full-time,Active,12/30/2019,,Hispanic,Married,Master,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,1,10/30/2020,0,,1/31/2022,25,2.42,113893,52.63555016,0.420492139
104,Drew,Smith,Female,she/her,28,6/30/1991,Sales,Commercial,3,Director,Remote,,93694,FALSE,0,FALSE,0,Full-time,Terminated,6/30/2019,2/29/2024,Black,Single,Master,Monthly,FALSE,TRUE,CC1004,1,Exempt,FALSE,Not in plan,FALSE,1,9/30/2019,0,,1/31/2022,31,4.29,100735,77.56275392,0.183873027
105,Robin,Davis,Female,he/him,36,5/30/1984,Engineering,Tech,2,Manager,"Seattle, WA",,123605,FALSE,0,TRUE,0.0779,Full-time,Terminated,5/30/2020,9/30/2022,Asian,Divorced,Associate,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,1,8/30/2020,0,,1/31/2022,20,2.67,128261,46.20374268,0.56883173
106,Robin,Smith,Male,she/her,39,4/30/1981,Engineering,Tech,1,Senior Analyst,"San Francisco, CA",,113841,TRUE,0.112,TRUE,0.0464,Full-time,Active,4/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,21,2.72,117809,51.4345505,0.497313139
108,Taylor,Rodriguez,Female,she/her,29,9/30/1991,HR,Corporate,2,Analyst,"New York, NY",,74679,FALSE,0,TRUE,0.068,Full-time,Active,9/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,2,8/30/2021,0,,1/31/2022,16,3.73,77849,71.24758253,0.315939147
109,Alex,Smith,Female,he/him,36,6/30/1984,Engineering,Tech,2,Senior Analyst,"San Francisco, CA",,140940,TRUE,0.145,TRUE,0.0221,Contractor,Active,6/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,0.5,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,19,3.09,146605,64.95768083,0.400756849
111,Casey,Smith,Male,she/her,36,9/30/1984,Product,Tech,3,Senior Manager,Remote,,121601,TRUE,0.145,TRUE,0.039,Full-time,Active,9/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,3,4/30/2021,0,,1/31/2022,16,2.7,127213,59.64831068,0.376939195
112,Taylor,Brown,Male,he/him,33,12/30/1986,Sales,Commercial,2,Director,"New York, NY",,83949,TRUE,0.104,TRUE,0.0316,Full-time,Active,12/30/2019,,White,Single,Bachelor,Monthly,FALSE,TRUE,CC1000,1,Exempt,FALSE,Not in plan,FALSE,2,3/30/2020,0,,1/31/2022,25,2.59,91517,50.50628915,0.484331479
113,Taylor,Wilson,Female,he/him,40,8/30/1979,Product,Tech,2,Senior Director,"Seattle, WA",,108325,FALSE,0,TRUE,0.0284,Full-time,Active,8/30/2019,,Black,Single,Master,Monthly,FALSE,FALSE,CC1003,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,29,2.79,116515,62.17431519,0.391148399
114,Casey,Johnson,Female,he/him,34,9/30/1986,Marketing,Commercial,1,Senior Manager,"Austin, TX",,90483,TRUE,0.069,TRUE,0.01,Full-time,Active,9/30/2020,,White,Single,PhD,Monthly,FALSE,FALSE,CC1019,1,Non-exempt,TRUE,In plan,FALSE,1,1/30/2021,0,,1/31/2022,16,4.67,94652,92.03498982,0.012019372
116,Casey,Rodriguez,Male,she/her,38,1/30/1982,Engineering,Tech,4,VP,Remote,,131521,FALSE,0,TRUE,0.0516,Contractor,Active,1/30/2020,,White,Married,Master,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,3,8/30/2020,0,,1/31/2022,24,3.07,141300,58.5020268,0.489064744
117,Alex,Williams,Female,she/her,39,4/30/1982,Engineering,Tech,3,Manager,"San Francisco, CA",,117356,FALSE,0,FALSE,0,Full-time,Terminated,4/30/2021,1/30/2025,Black,Married,Master,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,9,3.21,117356,59.595386,0.40085191
119,Jordan,Rodriguez,Female,he/him,32,4/30/1989,Support,Tech,2,Senior Director,"Seattle, WA",,61436,FALSE,0,TRUE,0.0807,Full-time,Terminated,4/30/2021,1/30/2025,Other,Single,Master,Monthly,FALSE,TRUE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,1,2/28/2022,0,,1/31/2022,9,4.72,61436,97.88779788,0.004538921
120,Robin,Smith,Male,he/him,28,9/30/1991,Marketing,Commercial,1,Senior Manager,"Austin, TX",,74697,FALSE,0,TRUE,0.0636,Full-time,Active,9/30/2019,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1002,1,Non-exempt,FALSE,Not in plan,TRUE,1,7/30/2020,0,,1/31/2022,28,2.53,79148,49.86315646,0.500941006
122,Riley,Smith,Female,she/her,39,11/30/1981,Engineering,Tech,3,VP,"New York, NY",,116126,FALSE,0,TRUE,0.0108,Full-time,Terminated,11/30/2020,8/30/2023,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1016,0.8,Exempt,TRUE,In plan,FALSE,0,,0,,1/31/2022,14,3.7,119197,79.55268429,0.259016343
124,Robin,Davis,Male,he/him,36,6/30/1984,Customer Success,Commercial,2,Director,Remote,,75050,FALSE,0,FALSE,0,Full-time,Active,6/30/2020,,White,Single,Master,Monthly,FALSE,FALSE,CC1010,1,Exempt,FALSE,Not in plan,FALSE,1,2/28/2021,0,,1/31/2022,19,3.69,78096,75.12354217,0.205046865
125,Alex,Davis,Female,he/him,39,1/30/1982,Engineering,Tech,3,Analyst,"San Francisco, CA",,118096,FALSE,0,FALSE,0,Full-time,Active,1/30/2021,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,2,8/30/2021,1,1/31/2022,1/31/2022,12,1.74,123778,38.18792707,0.613684535
127,Alex,Davis,Male,she/her,34,6/30/1985,Engineering,Tech,1,Analyst,"Austin, TX",,140935,FALSE,0,FALSE,0,Full-time,Active,6/30/2019,,White,Married,Associate,Monthly,FALSE,FALSE,CC1006,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,31,3.85,150371,79.87833063,0.163795805
129,Jamie,Jones,Female,she/her,36,12/30/1983,Sales,Commercial,3,Manager,"Seattle, WA",,97774,TRUE,0.051,TRUE,0.0582,Full-time,Active,12/30/2019,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,1,9/30/2020,0,,1/31/2022,25,2.18,107036,43.03365494,0.535937735
130,Jordan,Williams,Male,he/him,33,9/30/1987,Engineering,Tech,3,VP,"San Francisco, CA",,112941,FALSE,0,TRUE,0.0438,Full-time,Active,9/30/2020,,Asian,Widowed,Bachelor,Monthly,FALSE,FALSE,CC1013,1,Exempt,TRUE,In plan,FALSE,1,7/30/2021,0,,1/31/2022,16,1.49,116577,18.37094856,0.822017297
131,Jordan,Smith,Male,she/her,34,6/30/1986,Sales,Commercial,2,Director,"New York, NY",,84788,TRUE,0.164,TRUE,0.0287,Full-time,Active,6/30/2020,,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1015,0.8,Exempt,FALSE,Not in plan,FALSE,2,4/30/2021,0,,1/31/2022,19,2.54,88460,42.95548905,0.581381038
133,Jamie,Miller,Male,she/her,32,1/30/1989,Operations,Corporate,3,Senior Analyst,"Seattle, WA",,79158,FALSE,0,TRUE,0.0128,Full-time,Active,1/30/2021,,Hispanic,Married,Bachelor,Monthly,FALSE,TRUE,CC1017,0.8,Exempt,FALSE,Not in plan,FALSE,2,7/30/2021,0,,1/31/2022,12,2.93,81732,72.86313264,0.278069809
134,Jordan,Garcia,Male,she/her,39,11/30/1980,Product,Tech,5,Manager,"Austin, TX",,116737,TRUE,0.098,FALSE,0,Part-time,Active,11/30/2019,,White,Married,High School,Monthly,FALSE,FALSE,CC1005,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,26,4.26,131128,83.78220626,0.15195335
135,Drew,Williams,Female,he/him,22,6/30/1997,Engineering,Tech,2,Manager,"Austin, TX",,102299,FALSE,0,TRUE,0.0306,Full-time,Terminated,6/30/2019,2/28/2025,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,2,5/30/2020,0,,1/31/2022,31,3.24,113683,71.53724602,0.275019867
136,Jamie,Miller,Male,she/her,34,11/30/1985,HR,Corporate,2,Analyst,"San Francisco, CA",,65424,FALSE,0,TRUE,0.0829,Full-time,Terminated,11/30/2019,5/30/2024,Black,Single,Bachelor,Monthly,FALSE,FALSE,CC1017,1,Exempt,FALSE,Not in plan,FALSE,4,7/30/2020,0,,1/31/2022,26,3.43,70248,72.81659974,0.303944531
138,Casey,Jones,Female,she/her,33,10/30/1986,Product,Tech,1,Senior Manager,"New York, NY",,115002,FALSE,0,TRUE,0.0702,Part-time,Active,10/30/2019,,Asian,Married,Master,Monthly,FALSE,FALSE,CC1019,1,Non-exempt,FALSE,Not in plan,FALSE,1,3/30/2020,0,,1/31/2022,27,2.31,124291,44.09935649,0.58803578
139,Cameron,Garcia,Male,he/him,37,9/30/1983,Engineering,Tech,1,Senior Analyst,"New York, NY",,105384,FALSE,0,TRUE,0.0156,Full-time,Terminated,9/30/2020,4/30/2024,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1001,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,16,1.27,109880,23.42907281,0.790315189
140,Drew,Garcia,Male,he/him,32,11/30/1988,Operations,Corporate,1,VP,"San Francisco, CA",,77250,FALSE,0,TRUE,0.0753,Full-time,Active,11/30/2020,,White,Married,Master,Monthly,FALSE,FALSE,CC1006,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,14,2.69,80048,59.88425753,0.387041449
141,Jordan,Rodriguez,Female,she/her,31,8/30/1988,Product,Tech,2,VP,"Seattle, WA",,121394,FALSE,0,TRUE,0.0913,Part-time,Terminated,8/30/2019,2/28/2023,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1003,0.5,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,29,2.73,132860,54.37256959,0.494059537
142,Cameron,Jones,Male,he/him,37,11/30/1983,Sales,Commercial,4,VP,"Austin, TX",,86126,TRUE,0.106,TRUE,0.0431,Full-time,Active,11/30/2020,,White,Married,Master,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,2,9/30/2021,0,,1/31/2022,14,3.02,90124,64.26171231,0.392763007
147,Robin,Johnson,Male,he/him,24,4/30/1996,Engineering,Tech,1,Manager,"Seattle, WA",,130245,TRUE,0.051,TRUE,0.0697,Full-time,Active,4/30/2020,,Asian,Married,Master,Monthly,FALSE,FALSE,CC1015,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,21,4.24,137451,86.48058071,0.122164382
148,Alex,Brown,Male,she/her,22,9/30/1997,Marketing,Commercial,1,Senior Manager,"Seattle, WA",,82160,FALSE,0,TRUE,0.0451,Full-time,Active,9/30/2019,,Hispanic,Single,High School,Monthly,FALSE,FALSE,CC1002,1,Non-exempt,FALSE,Not in plan,FALSE,1,10/30/2019,0,,1/31/2022,28,4.24,88103,81.85523607,0.185837251
149,Jamie,Jones,Male,he/him,28,9/30/1992,Finance,Corporate,1,Manager,"Austin, TX",,82888,FALSE,0,TRUE,0.0693,Full-time,Active,9/30/2020,,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,16,4.76,84626,100,0
150,Robin,Smith,Male,he/him,24,9/30/1995,Finance,Corporate,1,Director,"Seattle, WA",,90552,TRUE,0.184,TRUE,0.0242,Full-time,Active,9/30/2019,,White,Single,Master,Monthly,FALSE,FALSE,CC1002,1,Non-exempt,FALSE,Not in plan,FALSE,1,10/30/2019,0,,1/31/2022,28,1.29,96546,17.61827856,0.831528841
151,Cameron,Williams,Male,she/her,33,8/30/1986,Finance,Corporate,4,Senior Analyst,"Austin, TX",,78549,TRUE,0.148,FALSE,0,Full-time,Active,8/30/2019,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1010,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,29,2.43,86127,47.93003574,0.507882596
152,Drew,Garcia,Male,he/him,45,2/28/1976,Marketing,Commercial,2,Director,"San Francisco, CA",,77146,FALSE,0,TRUE,0.0241,Full-time,Terminated,2/28/2021,12/28/2023,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1007,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,11,2.78,77146,51.91434952,0.469021459
153,Jamie,Garcia,Male,he/him,25,9/30/1995,Engineering,Tech,1,Senior Analyst,"Seattle, WA",,108192,FALSE,0,TRUE,0.0842,Full-time,Terminated,9/30/2020,10/30/2023,White,Married,Master,Monthly,FALSE,FALSE,CC1005,1,Non-exempt,FALSE,Not in plan,FALSE,1,1/30/2021,0,,1/31/2022,16,4.11,112100,78.36238713,0.182687819
154,Cameron,Williams,Female,she/her,26,11/30/1994,Engineering,Tech,1,Senior Director,Remote,,134318,FALSE,0,TRUE,0.0444,Full-time,Terminated,11/30/2020,6/30/2023,White,Married,PhD,Monthly,FALSE,FALSE,CC1017,1,Non-exempt,FALSE,Not in plan,FALSE,1,3/30/2021,0,,1/31/2022,14,2.58,139643,48.83304925,0.515656955
155,Robin,Johnson,Male,he/him,36,6/30/1983,Engineering,Tech,1,VP,Remote,,123017,TRUE,0.074,TRUE,0.0169,Full-time,Active,6/30/2019,,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1001,0.5,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,31,4.66,129758,98.39478928,0.001321988
158,Riley,Brown,Female,he/him,30,1/30/1991,Engineering,Tech,2,Analyst,"San Francisco, CA",,102862,FALSE,0,TRUE,0.0141,Full-time,Active,1/30/2021,,White,Single,High School,Monthly,FALSE,TRUE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,2,4/30/2021,0,,1/31/2022,12,2.69,105665,48.20940839,0.548920229
159,Jordan,Brown,Male,she/her,34,8/30/1985,Finance,Corporate,1,VP,"Seattle, WA",,102881,FALSE,0,TRUE,0.0802,Full-time,Active,8/30/2019,,White,Single,Master,Monthly,FALSE,FALSE,CC1009,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,29,3.62,105702,75.37551959,0.293897248
160,Cameron,Johnson,Female,she/her,42,6/30/1978,Finance,Corporate,2,Senior Analyst,"Austin, TX",,74986,FALSE,0,TRUE,0.0792,Full-time,Active,6/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1004,1,Exempt,FALSE,Not in plan,FALSE,1,8/30/2020,0,,1/31/2022,19,2.67,78198,52.74273121,0.451824787
161,Cameron,Rodriguez,Male,he/him,32,3/30/1989,Engineering,Tech,2,Analyst,"Seattle, WA",,116139,FALSE,0,TRUE,0.067,Full-time,Active,3/30/2021,,Asian,Married,Bachelor,Monthly,FALSE,TRUE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,2,9/30/2021,0,,1/31/2022,10,3.13,116139,56.70301334,0.445543343
162,Casey,Miller,Female,she/her,34,1/30/1987,HR,Corporate,2,Senior Analyst,"Austin, TX",,76143,FALSE,0,TRUE,0.0174,Contractor,Active,1/30/2021,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1016,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,12,1.58,80219,33.19610555,0.67976942
163,Alex,Rodriguez,Male,she/her,38,5/30/1982,Finance,Corporate,1,Senior Director,"San Francisco, CA",,82325,TRUE,0.157,TRUE,0.0329,Full-time,Terminated,5/30/2020,1/30/2025,White,Married,PhD,Monthly,FALSE,FALSE,CC1005,0.8,Non-exempt,FALSE,Not in plan,FALSE,1,1/30/2021,0,,1/31/2022,20,3.78,85556,78.10457866,0.242216644
164,Alex,Brown,Male,he/him,28,6/30/1991,Engineering,Tech,3,Manager,Remote,,117793,FALSE,0,TRUE,0.0462,Full-time,Active,6/30/2019,,White,Single,Associate,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,2,5/30/2020,0,,1/31/2022,31,1.78,125287,38.51147658,0.628867853
165,Robin,Miller,Male,she/her,29,4/30/1991,Engineering,Tech,2,Senior Analyst,"San Francisco, CA",,128450,FALSE,0,TRUE,0.0587,Full-time,Active,4/30/2020,,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1009,0.8,Exempt,TRUE,In plan,FALSE,1,10/30/2020,0,,1/31/2022,21,3.78,130665,80.57691331,0.160199719
167,Casey,Williams,Female,ze/zir,22,4/30/1999,Sales,Commercial,1,Analyst,"Austin, TX",,83826,TRUE,0.149,TRUE,0.0683,Full-time,Terminated,4/30/2021,1/30/2024,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Non-exempt,FALSE,Not in plan,FALSE,1,9/30/2021,0,,1/31/2022,9,3.24,83826,66.71806081,0.34067408
168,Casey,Smith,Female,she/her,28,3/30/1993,Engineering,Tech,1,Senior Manager,"Austin, TX",,116864,TRUE,0.135,FALSE,0,Full-time,Terminated,3/30/2021,11/30/2022,Black,Single,Bachelor,Monthly,FALSE,FALSE,CC1016,1,Non-exempt,FALSE,Not in plan,FALSE,1,9/30/2021,0,,1/31/2022,10,3.8,116864,74.17886905,0.279109129
169,Jordan,Brown,Female,he/him,37,6/30/1983,Engineering,Tech,2,Director,"Austin, TX",,110237,FALSE,0,TRUE,0.0906,Full-time,Terminated,6/30/2020,7/30/2024,White,Married,Bachelor,Monthly,FALSE,TRUE,CC1000,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,19,3.95,112364,76.04290207,0.247178368
170,Riley,Johnson,Female,she/her,24,5/30/1996,Sales,Commercial,1,Senior Analyst,"Austin, TX",,85210,TRUE,0.09,TRUE,0.0161,Full-time,Active,5/30/2020,,White,Married,Bachelor,Monthly,TRUE,FALSE,CC1013,1,Non-exempt,FALSE,Not in plan,TRUE,1,11/30/2020,0,,1/31/2022,20,3.62,88209,70.46827905,0.30475193
171,Jamie,Jones,Female,she/her,38,12/30/1982,Engineering,Tech,2,VP,"San Francisco, CA",,106307,FALSE,0,TRUE,0.0638,Full-time,Terminated,12/30/2020,11/30/2023,White,Divorced,Master,Monthly,FALSE,FALSE,CC1014,1,Exempt,TRUE,In plan,FALSE,1,9/30/2021,0,,1/31/2022,13,1.01,111112,24.32601393,0.75070667
172,Morgan,Rodriguez,Female,she/her,22,3/30/1998,Sales,Commercial,2,Analyst,"San Francisco, CA",,102163,TRUE,0.069,TRUE,0.0567,Full-time,Terminated,3/30/2020,5/30/2023,Asian,Widowed,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,22,2.5,105354,42.6773088,0.593549302
173,Cameron,Rodriguez,Male,he/him,26,10/30/1993,Engineering,Tech,4,Senior Director,"Seattle, WA",,113817,FALSE,0,TRUE,0.0313,Full-time,Active,10/30/2019,,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,2,4/30/2020,0,,1/31/2022,27,2.08,125852,35.92653082,0.666110101
174,Cameron,Rodriguez,Female,she/her,32,4/30/1988,Engineering,Tech,3,Senior Manager,"Austin, TX",,120474,FALSE,0,FALSE,0,Full-time,Active,4/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1015,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,1/31/2022,21,4.76,124655,94.93036408,0.043080405
175,Taylor,Garcia,Male,she/her,43,1/30/1977,Marketing,Commercial,2,Senior Director,Remote,,70650,FALSE,0,TRUE,0.069,Full-time,Active,1/30/2020,,Asian,Single,Associate,Monthly,FALSE,FALSE,CC1006,0.8,Exempt,FALSE,Not in plan,FALSE,2,11/30/2020,0,,1/31/2022,24,2.44,76179,51.64541513,0.493864885
